"","x"
"176",78.9243722486056
"177",78.9773994865715
"178",79.0355705234097
"179",79.0935389862351
"180",79.1476079910495
"181",79.1992636118522
"182",79.2528203431937
"183",79.304735938561
"184",79.3596830778061
"185",79.4145625555022
"186",79.4669004340844
"187",79.5209828971051
"188",79.572488023098
"189",79.6279725207072
"190",79.6874239045854
"191",79.738496836448
"192",79.793669646939
"193",79.8473691844113
"194",79.9023262116348
"195",79.9556456595915
"196",80.0028146965453
"197",80.0618185511185
"198",80.1143039012137
"199",80.170189934386
"200",80.2278251517916
"201",80.2839750570216
"202",80.3365457326087
"203",80.3885047177782
"204",80.4480721750424
"205",80.5050474636382
"206",80.5633340140188
"207",80.6219706040968
"208",80.6826496999369
"209",80.7355916778267
"210",80.7859302626065
"211",80.8474942559135
"212",80.9008317849137
"213",80.9535030279484
"214",81.0094545459957
"215",81.0693283287656
"216",81.1261804001434
"217",81.1864326443491
"218",81.2367453556268
"219",81.2949407262
"220",81.3519153311766
"221",81.4106863666583
"222",81.4682177324247
"223",81.5210529510257
"224",81.5790025609147
"225",81.636774490169
"226",81.6988938290067
"227",81.7462169380194
"228",81.8027219168074
"229",81.8626208575341
"230",81.9196402901071
"231",81.9758469441933
"232",82.030995855803
"233",82.0878614522081
"234",82.1494791510653
"235",82.2076514727961
"236",82.2663402257083
"237",82.3255796251014
"238",82.3822771976037
"239",82.4406034718042
"240",82.50128847769
"241",82.5543640651472
"242",82.6089117602109
"243",82.660052697463
"244",82.7154469819103
"245",82.7614338478767
"246",82.8211683571801
"247",82.882538579404
"248",82.9379900657181
"249",82.9939046325363
"250",83.0513624356733
"251",83.108633945384
"252",83.160959658922
"253",83.218877551186
"254",83.27704443337
"255",83.3356675919965
"256",83.3965034170272
"257",83.4516718446363
"258",83.5123685400099
"259",83.5739464484518
"260",83.6256042933996
"261",83.6800802328318
"262",83.7351240997233
"263",83.7976141648891
"264",83.8582056557447
"265",83.9162392585752
"266",83.9728015329922
"267",84.0263785199378
"268",84.0806746420549
"269",84.1313900063884
"270",84.1916780590144
"271",84.2419464023289
"272",84.2968814281873
"273",84.3487090275187
"274",84.4044534778665
"275",84.4676942297243
"276",84.5247275704519
"277",84.5878054353294
"278",84.6407734590436
"279",84.7048825931994
"280",84.7640388484892
"281",84.8226666569962
"282",84.8768560688566
"283",84.9322988637382
"284",84.987916398553
"285",85.0509852797728
"286",85.1044770389374
"287",85.1648638335628
"288",85.2202358553308
"289",85.2787678078776
"290",85.3364034340542
"291",85.3990692513159
"292",85.4573087073881
"293",85.518466453998
"294",85.5751129384544
"295",85.6306196479721
"296",85.6872856738801
"297",85.7460867839074
"298",85.8053686981409
"299",85.8667896225549
"300",85.9232939256161
"301",85.9806620878903
"302",86.0373764439695
"303",86.0962758906977
"304",86.1477468543645
"305",86.2112246692721
"306",86.2663550561938
"307",86.326640377621
"308",86.3847289819267
"309",86.4399524397013
"310",86.4967714535407
"311",86.5590035257739
"312",86.6265806970944
"313",86.6852267941672
"314",86.7474814102861
"315",86.8073037030126
"316",86.8634877694723
"317",86.9305710940676
"318",86.990251022652
"319",87.0536700114682
"320",87.1153287710796
"321",87.1745785082625
"322",87.2382012791473
"323",87.3057757211216
"324",87.3623371995941
"325",87.42615752173
"326",87.4835657042989
"327",87.5423855248421
"328",87.6004537818971
"329",87.6635538597586
"330",87.7194782735409
"331",87.7763961310102
"332",87.834119194705
"333",87.8967100071381
"334",87.9517348825071
"335",88.0071592051461
"336",88.0632499715144
"337",88.1229831742455
"338",88.178725651181
"339",88.2334886758478
"340",88.2976273804087
"341",88.3570621894747
"342",88.4209263430142
"343",88.4818212943569
"344",88.5404711174991
"345",88.5997665976418
"346",88.6537284745661
"347",88.7092825019386
"348",88.7763721490063
"349",88.8310406645731
"350",88.8988933927464
"351",88.9573725432686
"352",89.0260796601574
"353",89.0894465324719
"354",89.1510279585352
"355",89.2046997915552
"356",89.2649462760463
"357",89.3309379249832
"358",89.396586741512
"359",89.4594350037091
"360",89.5200318299075
"361",89.5898460313695
"362",89.6581353965646
"363",89.7184988791506
"364",89.7771609397679
"365",89.8449811095033
"366",89.9043894509198
"367",89.9665455036468
"368",90.027753302994
"369",90.089963698941
"370",90.1571123665748
"371",90.2189585927102
"372",90.284595904522
"373",90.3428868098964
"374",90.4106173787339
"375",90.4685969600652
"376",90.5376712382912
"377",90.6096815614569
"378",90.6733481679235
"379",90.7356977888717
"380",90.797131814866
"381",90.8607644202761
"382",90.9218863905219
"383",90.9861149949651
"384",91.0470631908388
"385",91.1126785107441
"386",91.1804238068771
"387",91.242123077269
"388",91.2971706696611
"389",91.3571517408055
"390",91.4162030619187
"391",91.4788807388901
"392",91.5397352973717
"393",91.6057664748298
"394",91.6692642952837
"395",91.7323134787088
"396",91.7980873008374
"397",91.857167665793
"398",91.9194285643801
"399",91.978475213032
"400",92.0414977289653
"401",92.0974877230787
"402",92.1569270325346
"403",92.2191121981297
"404",92.2853772395876
"405",92.3585288707235
"406",92.4209138206144
"407",92.4826593686775
"408",92.5404253479954
"409",92.6040700879102
"410",92.6719830826517
"411",92.7393486005772
"412",92.8017398620606
"413",92.866299139912
"414",92.9283087716547
"415",92.9891644207143
"416",93.0455804812304
"417",93.1050922985054
"418",93.1694967285652
"419",93.2326563869853
"420",93.2961248176121
"421",93.3601150007829
"422",93.4234035413342
"423",93.4859255987693
"424",93.5478709374561
"425",93.614391871756
"426",93.6752082268481
"427",93.7430952822656
"428",93.803774354292
"429",93.8718502282896
"430",93.9307180954714
"431",93.996324902616
"432",94.0596657891103
"433",94.124977243132
"434",94.1938407715532
"435",94.259825046323
"436",94.3220363925208
"437",94.3907297881288
"438",94.4548961299638
"439",94.5200406487433
"440",94.5820912719763
"441",94.6499143274523
"442",94.7191649752007
"443",94.7823660064853
"444",94.8514654481746
"445",94.9176458456782
"446",94.9776194071241
"447",95.0448477671735
"448",95.1132752832832
"449",95.1819185331058
"450",95.2516024695133
"451",95.3153669913576
"452",95.3784218850128
"453",95.4424570105683
"454",95.5106878023204
"455",95.5718551586469
"456",95.6376547294787
"457",95.7038491735076
"458",95.7682162602488
"459",95.8339585840191
"460",95.9038639459904
"461",95.973160509674
"462",96.0399027304457
"463",96.0931551273721
"464",96.1601846123998
"465",96.2292141130323
"466",96.2931320570765
"467",96.3577196659912
"468",96.4242757040835
"469",96.4958850779161
"470",96.5706027211234
"471",96.6437490712864
"472",96.7084883533175
"473",96.7748605472303
"474",96.846069724102
"475",96.9089737776201
"476",96.9722242600005
"477",97.0431695316959
"478",97.1115888788994
"479",97.1784865054956
"480",97.2508206674641
"481",97.3153251764499
"482",97.3828047843338
"483",97.4504221557556
"484",97.5172992529142
"485",97.585420518063
"486",97.6482340132517
"487",97.71875079574
"488",97.7792377038445
"489",97.8495213915593
"490",97.920124329423
"491",97.9840253081499
"492",98.0508763238838
"493",98.1169344648155
"494",98.1920824047617
"495",98.2581421841427
"496",98.3251267877574
"497",98.3877747267849
"498",98.4549418279153
"499",98.5255833665123
"500",98.5925861049539
"501",98.6561585283968
"502",98.7279829557972
"503",98.7943027190834
"504",98.8659338767608
"505",98.9392192836541
"506",99.0062972006983
"507",99.0790867958061
"508",99.1441681487953
"509",99.2139143540776
"510",99.2864313220653
"511",99.3577273879902
"512",99.4237324199626
"513",99.4903620545889
"514",99.5613632304966
"515",99.6267291312962
"516",99.6929823651664
"517",99.7658289876891
"518",99.8365089719188
"519",99.9044834228738
"520",99.9745037650813
"521",100.047844925212
"522",100.115514438428
"523",100.190814610985
"524",100.258669385459
"525",100.327739074922
"526",100.395308747992
"527",100.471785273534
"528",100.536111694917
"529",100.603991703014
"530",100.671770345819
"531",100.740402838452
"532",100.801598253863
"533",100.873231781139
"534",100.937670072216
"535",101.00375990501
"536",101.070460250784
"537",101.136086683801
"538",101.20080067743
"539",101.269493019817
"540",101.336448794329
"541",101.410423845688
"542",101.471989383872
"543",101.544193653336
"544",101.618825035301
"545",101.692754920444
"546",101.761782631984
"547",101.831913840232
"548",101.902408777477
"549",101.975912292525
"550",102.047332590026
"551",102.113402138162
"552",102.191125110565
"553",102.260572361416
"554",102.325185141822
"555",102.390584403781
"556",102.463608239644
"557",102.530435854571
"558",102.602127300173
"559",102.681662702101
"560",102.741701963334
"561",102.811263883823
"562",102.883054345643
"563",102.950536901913
"564",103.011326408829
"565",103.0781101042
"566",103.145663294391
"567",103.215543807593
"568",103.284344919626
"569",103.3514239586
"570",103.425028192042
"571",103.486433011249
"572",103.559333383459
"573",103.62825439542
"574",103.698833303023
"575",103.771510721602
"576",103.841790532795
"577",103.911549811803
"578",103.983504530543
"579",104.056386226628
"580",104.127028054141
"581",104.1967345203
"582",104.270844634013
"583",104.334105027791
"584",104.400351073593
"585",104.469586054252
"586",104.545707654381
"587",104.619696758938
"588",104.690842600228
"589",104.770215532629
"590",104.842822860222
"591",104.91498353035
"592",104.990728301463
"593",105.06054480107
"594",105.131476113596
"595",105.199314768422
"596",105.275738646864
"597",105.353726477257
"598",105.424572147726
"599",105.494884760603
"600",105.568501939111
"601",105.645369151678
"602",105.712659142777
"603",105.783228036715
"604",105.858111143983
"605",105.926053891762
"606",105.993850912613
"607",106.063261407769
"608",106.135915222266
"609",106.206767495189
"610",106.279237029452
"611",106.352107044797
"612",106.423993992785
"613",106.492305141221
"614",106.561546601183
"615",106.633465807283
"616",106.707701721656
"617",106.773738892023
"618",106.844610141245
"619",106.919559235036
"620",106.99294518385
"621",107.065176245548
"622",107.139278045392
"623",107.207692627941
"624",107.286269256974
"625",107.362229618749
"626",107.437436042191
"627",107.511274685393
"628",107.583163077053
"629",107.653512969612
"630",107.728734101791
"631",107.801433759858
"632",107.883062682539
"633",107.965429713353
"634",108.042348694111
"635",108.121424563213
"636",108.197158210834
"637",108.266363673936
"638",108.337088316899
"639",108.4037336543
"640",108.477160340492
"641",108.546173302638
"642",108.624286643143
"643",108.702310573997
"644",108.776977710884
"645",108.841375085212
"646",108.91599451304
"647",108.993237620777
"648",109.074705248634
"649",109.156972536291
"650",109.23445663675
"651",109.311524636618
"652",109.382992630357
"653",109.456492484326
"654",109.53562322538
"655",109.620591037868
"656",109.690992404105
"657",109.768060324613
"658",109.842484544192
"659",109.919476164905
"660",110.000577640987
"661",110.072406239773
"662",110.147327558531
"663",110.218447461724
"664",110.297168416322
"665",110.379286609128
"666",110.455284560917
"667",110.530781251916
"668",110.608009701155
"669",110.691234088012
"670",110.771185661184
"671",110.845532966541
"672",110.918720612751
"673",110.991320409427
"674",111.072051832133
"675",111.148891922356
"676",111.228417208148
"677",111.305050418023
"678",111.385739605456
"679",111.460597595917
"680",111.540880394688
"681",111.61659146917
"682",111.68918784365
"683",111.765911239435
"684",111.84580602579
"685",111.924372497747
"686",111.999551667316
"687",112.07664859665
"688",112.160565058371
"689",112.236549260044
"690",112.308574144787
"691",112.386089902163
"692",112.45997312991
"693",112.547361836514
"694",112.629249001446
"695",112.710894112185
"696",112.784119702682
"697",112.86717210668
"698",112.937063805263
"699",113.01288206138
"700",113.082683653554
"701",113.155066107798
"702",113.23644848509
"703",113.312731170693
"704",113.382878091384
"705",113.460194732932
"706",113.537797630095
"707",113.615458385491
"708",113.682832606587
"709",113.762530085048
"710",113.836055861456
"711",113.917915533499
"712",113.992059689966
"713",114.071288601003
"714",114.14804119269
"715",114.225971795692
"716",114.307384008574
"717",114.385107870384
"718",114.475810532029
"719",114.559984502666
"720",114.642512631154
"721",114.722293776706
"722",114.795624023728
"723",114.87198278428
"724",114.956006419181
"725",115.036389336539
"726",115.124516762538
"727",115.206590216821
"728",115.288276450788
"729",115.368167687825
"730",115.44567973831
"731",115.521262432158
"732",115.600695712777
"733",115.679921353201
"734",115.758434879639
"735",115.843146564909
"736",115.920464713462
"737",115.997284172295
"738",116.071797815225
"739",116.151869866147
"740",116.227954452929
"741",116.311911431451
"742",116.393935510637
"743",116.470118679377
"744",116.543219707671
"745",116.619318398669
"746",116.703888471113
"747",116.781038876834
"748",116.870225613717
"749",116.949682677418
"750",117.037733395192
"751",117.115551090565
"752",117.190260719951
"753",117.270812918604
"754",117.347998728084
"755",117.420989478561
"756",117.500061206099
"757",117.578582818176
"758",117.666821743189
"759",117.744390332204
"760",117.83039562904
"761",117.906473678977
"762",117.992790066029
"763",118.079911277041
"764",118.165218066586
"765",118.251812553111
"766",118.315534411455
"767",118.400626791216
"768",118.483155234965
"769",118.567193457139
"770",118.642350516121
"771",118.720387821699
"772",118.805051293813
"773",118.882669936642
"774",118.96168527273
"775",119.036554655601
"776",119.107605933205
"777",119.199239736699
"778",119.276315746522
"779",119.362643645919
"780",119.443127991487
"781",119.520240596437
"782",119.60266960668
"783",119.695668027364
"784",119.777827460996
"785",119.859196654075
"786",119.938461980275
"787",120.026764279667
"788",120.10963992982
"789",120.196719442258
"790",120.288719142985
"791",120.367075038815
"792",120.453382592411
"793",120.536324055123
"794",120.624814868347
"795",120.703946554038
"796",120.781284549596
"797",120.862062935261
"798",120.947766238709
"799",121.033906044364
"800",121.107945385741
"801",121.191501210942
"802",121.27787216238
"803",121.36233500553
"804",121.445891293922
"805",121.531340064358
"806",121.611476847613
"807",121.694484505017
"808",121.778672200716
"809",121.870169756927
"810",121.959809487909
"811",122.044365012636
"812",122.127264122474
"813",122.211279311221
"814",122.295576801238
"815",122.380907053478
"816",122.453219523026
"817",122.539524787205
"818",122.618850870001
"819",122.709261301127
"820",122.796111797247
"821",122.875662271561
"822",122.949932497924
"823",123.02163078311
"824",123.108103857338
"825",123.19018045808
"826",123.278698838395
"827",123.358147464178
"828",123.443842038086
"829",123.517368143613
"830",123.607681357904
"831",123.691455692332
"832",123.773679015309
"833",123.860834851243
"834",123.94594205141
"835",124.025352269736
"836",124.114244511637
"837",124.194832549071
"838",124.276440712981
"839",124.364968942963
"840",124.450234292395
"841",124.52507201255
"842",124.615717257159
"843",124.697328765952
"844",124.781975802331
"845",124.862316363219
"846",124.946108128796
"847",125.033119716603
"848",125.115262472966
"849",125.202769020494
"850",125.286636411606
"851",125.370178805799
"852",125.451974587799
"853",125.538814759641
"854",125.625774343924
"855",125.709001760374
"856",125.799407408443
"857",125.884631027683
"858",125.970463444723
"859",126.056570023744
"860",126.139285962779
"861",126.223622776642
"862",126.310150862013
"863",126.40109356454
"864",126.491671628742
"865",126.579398611169
"866",126.661796844971
"867",126.746047312451
"868",126.838012202354
"869",126.922302718259
"870",127.012616231336
"871",127.093708103924
"872",127.179173158432
"873",127.265365570839
"874",127.351739038377
"875",127.445587256339
"876",127.53652719472
"877",127.624104845755
"878",127.717510527104
"879",127.81308560461
"880",127.911458802457
"881",128.00332512696
"882",128.088828190985
"883",128.180825219353
"884",128.277898024163
"885",128.366360996081
"886",128.451976197575
"887",128.549110759472
"888",128.648646424746
"889",128.738130336257
"890",128.823692930478
"891",128.900118125875
"892",128.986521093008
"893",129.086496415802
"894",129.177521007359
"895",129.264321061431
"896",129.34567259133
"897",129.432857121768
"898",129.516332918985
"899",129.61637627108
"900",129.710621284659
"901",129.803672640513
"902",129.888222600545
"903",129.982378504701
"904",130.063133611964
"905",130.147376122156
"906",130.240521572671
"907",130.332356262606
"908",130.413168998489
"909",130.500216485119
"910",130.591031619543
"911",130.678122581692
"912",130.7672629245
"913",130.861586826129
"914",130.955057190755
"915",131.04077563783
"916",131.129729001473
"917",131.219436679431
"918",131.309668522926
"919",131.404628006983
"920",131.497111116586
"921",131.586041356564
"922",131.671492607022
"923",131.763411396948
"924",131.8445198532
"925",131.940451220112
"926",132.04119625332
"927",132.138239671301
"928",132.222122195098
"929",132.311762525527
"930",132.399769111956
"931",132.49071765678
"932",132.582422073142
"933",132.676177521581
"934",132.776110565812
"935",132.875561592583
"936",132.96610210875
"937",133.061102702508
"938",133.161463888474
"939",133.260974139571
"940",133.343266504793
"941",133.43267837827
"942",133.525310729678
"943",133.625455660292
"944",133.711875888501
"945",133.803435543094
"946",133.885173854115
"947",133.988928706501
"948",134.088576480374
"949",134.17683407164
"950",134.262953882802
"951",134.35969119839
"952",134.453884450306
"953",134.555741931571
"954",134.644812451342
"955",134.741292938082
"956",134.834990369796
"957",134.937028375262
"958",135.024629762993
"959",135.115233726647
"960",135.206049693738
"961",135.2999457854
"962",135.392526003181
"963",135.479234462361
"964",135.57371111117
"965",135.664056271695
"966",135.764609019715
"967",135.850992432901
"968",135.950687474294
"969",136.043266345936
"970",136.137552406919
"971",136.232080450253
"972",136.332561919201
"973",136.42718709711
"974",136.525186015577
"975",136.622889749191
"976",136.72186135581
"977",136.813036185312
"978",136.914538807046
"979",137.011091532842
"980",137.101113102859
"981",137.201881093037
"982",137.298460754077
"983",137.395855523666
"984",137.496655505821
"985",137.582884630529
"986",137.679431517264
"987",137.779901351253
"988",137.879167790059
"989",137.975464586654
"990",138.076997360417
"991",138.166067001475
"992",138.258329100039
"993",138.349779169746
"994",138.454070489752
"995",138.551055145857
"996",138.643968926514
"997",138.741748324384
"998",138.827999768132
"999",138.933279065227
"1000",139.031768657947
"1001",139.138465168075
"1002",139.228760989605
"1003",139.328270874049
"1004",139.423813804455
"1005",139.524119106526
"1006",139.623594182986
"1007",139.718746050936
"1008",139.823594450195
"1009",139.913119349153
"1010",140.006180463688
"1011",140.10833262946
"1012",140.20406064229
"1013",140.295328522432
"1014",140.395144560062
"1015",140.499601497022
"1016",140.598781381987
"1017",140.704807088408
"1018",140.802025153199
"1019",140.893867623133
"1020",140.99035274539
"1021",141.091501847869
"1022",141.187975871354
"1023",141.289736546316
"1024",141.387594990588
"1025",141.478484482861
"1026",141.571158922176
"1027",141.669202258251
"1028",141.77413058649
"1029",141.870902537383
"1030",141.960883215423
"1031",142.070462879058
"1032",142.165522634519
"1033",142.262365427634
"1034",142.361737124217
"1035",142.456790871297
"1036",142.551609908367
"1037",142.640570564512
"1038",142.738998048026
"1039",142.836576459861
"1040",142.935903891902
"1041",143.040210055567
"1042",143.13334802411
"1043",143.231408736388
"1044",143.326984020117
"1045",143.425220311317
"1046",143.519818483447
"1047",143.618785400279
"1048",143.716079196549
"1049",143.826373876063
"1050",143.924420235238
"1051",144.012433260675
"1052",144.09927729588
"1053",144.207260682174
"1054",144.308552605877
"1055",144.405807755037
"1056",144.500799081738
"1057",144.603573154077
"1058",144.700872885868
"1059",144.806701501014
"1060",144.899702823347
"1061",144.993452098177
"1062",145.091283373686
"1063",145.194398357298
"1064",145.298615614866
"1065",145.403981578448
"1066",145.500445505534
"1067",145.608268949076
"1068",145.726815206777
"1069",145.833030071453
"1070",145.919083156592
"1071",146.01884012046
"1072",146.119753687945
"1073",146.214610652271
"1074",146.323438452892
"1075",146.422251859671
"1076",146.52431191153
"1077",146.62595007712
"1078",146.734910989427
"1079",146.83878768113
"1080",146.943432975455
"1081",147.029968719974
"1082",147.123997699765
"1083",147.219022446933
"1084",147.31516160715
"1085",147.415286797852
"1086",147.521003675025
"1087",147.62351797383
"1088",147.718763062886
"1089",147.823529453447
"1090",147.932073748817
"1091",148.038145222815
"1092",148.141005116473
"1093",148.236903291204
"1094",148.333054507662
"1095",148.436926549732
"1096",148.538681404496
"1097",148.650347150311
"1098",148.761119747736
"1099",148.865973389438
"1100",148.961496461916
"1101",149.057223100406
"1102",149.157635458351
"1103",149.260813379834
"1104",149.368853471886
"1105",149.476653485833
"1106",149.577109402607
"1107",149.682078507876
"1108",149.792341528197
"1109",149.897211394044
"1110",149.999998229663
"1111",150.087186605527
"1112",150.185760455208
"1113",150.288792922782
"1114",150.391144789662
"1115",150.494242480467
"1116",150.597227806503
"1117",150.710700708617
"1118",150.822901954547
"1119",150.92633775947
"1120",151.026434030077
"1121",151.130094025458
"1122",151.232420660954
"1123",151.330014996592
"1124",151.426904470089
"1125",151.535047932743
"1126",151.638411452214
"1127",151.739281133843
"1128",151.843205416779
"1129",151.951229575201
"1130",152.069282974486
"1131",152.168699857298
"1132",152.271320695878
"1133",152.3830702954
"1134",152.49780307677
"1135",152.607227940419
"1136",152.70954012942
"1137",152.826032584769
"1138",152.924792114705
"1139",153.02593266949
"1140",153.130044274126
"1141",153.245431069609
"1142",153.355435731691
"1143",153.459231218987
"1144",153.571053839883
"1145",153.673873046732
"1146",153.779736650811
"1147",153.88521270945
"1148",154.005641138213
"1149",154.102065495562
"1150",154.212638399377
"1151",154.31525265708
"1152",154.416315047053
"1153",154.521825170608
"1154",154.630759543055
"1155",154.735726535435
"1156",154.833188592712
"1157",154.938363158216
"1158",155.046494579036
"1159",155.149085265417
"1160",155.265878722991
"1161",155.370197295156
"1162",155.462692213892
"1163",155.561013052335
"1164",155.663417384269
"1165",155.76520520588
"1166",155.867296795772
"1167",155.958768447087
"1168",156.067440827969
"1169",156.175376934785
"1170",156.296203055767
"1171",156.402920540724
"1172",156.508846007964
"1173",156.609700978975
"1174",156.736120501013
"1175",156.849493101952
"1176",156.953818995248
"1177",157.059953287589
"1178",157.177343071347
"1179",157.280138018214
"1180",157.381208503025
"1181",157.492437185743
"1182",157.603835793366
"1183",157.706065357981
"1184",157.800863009018
"1185",157.899375751453
"1186",158.007407917654
"1187",158.104919639408
"1188",158.22519739855
"1189",158.330375756945
"1190",158.441449361845
"1191",158.5452158961
"1192",158.652880486079
"1193",158.766752143029
"1194",158.866714535862
"1195",158.970469004435
"1196",159.076790466009
"1197",159.187454163184
"1198",159.302488731788
"1199",159.400639567505
"1200",159.503676760698
"1201",159.613369912784
"1202",159.735302316133
"1203",159.849803377448
"1204",159.957677058671
"1205",160.063228740082
"1206",160.164260644519
"1207",160.269091165666
"1208",160.380759060406
"1209",160.479179418631
"1210",160.576808826135
"1211",160.684209575545
"1212",160.792499596685
"1213",160.910407842944
"1214",161.022015054335
"1215",161.132123629487
"1216",161.233908020853
"1217",161.345127933648
"1218",161.450597350222
"1219",161.55817558962
"1220",161.666085814969
"1221",161.776081286466
"1222",161.893797654358
"1223",161.999334403381
"1224",162.116359193028
"1225",162.234855811661
"1226",162.329443514852
"1227",162.435151104896
"1228",162.549972691769
"1229",162.658356174776
"1230",162.76604974261
"1231",162.879525865864
"1232",162.988050546339
"1233",163.09271592566
"1234",163.199865216518
"1235",163.310217735245
"1236",163.424714155886
"1237",163.526959717086
"1238",163.639397372884
"1239",163.742261228972
"1240",163.84869922776
"1241",163.970412312797
"1242",164.084862425401
"1243",164.193806530077
"1244",164.307814913674
"1245",164.421518698787
"1246",164.533864942136
"1247",164.637828160817
"1248",164.754485691628
"1249",164.868014320861
"1250",164.990161778724
"1251",165.094563427507
"1252",165.213118634862
"1253",165.321949494763
"1254",165.44376881142
"1255",165.564580057761
"1256",165.678847828999
"1257",165.791894895904
"1258",165.910827708041
"1259",166.009916928023
"1260",166.122460362133
"1261",166.218525069801
"1262",166.344259287045
"1263",166.457920238828
"1264",166.576210201415
"1265",166.680235422492
"1266",166.793829827774
"1267",166.908418541847
"1268",167.017059118273
"1269",167.126668303827
"1270",167.257972984773
"1271",167.369549778249
"1272",167.482537459357
"1273",167.604399472362
"1274",167.714689594073
"1275",167.825996021824
"1276",167.939584328944
"1277",168.063878520692
"1278",168.181768334684
"1279",168.301056453688
"1280",168.416273531169
"1281",168.53503044575
"1282",168.662530775524
"1283",168.779096025027
"1284",168.900527279147
"1285",169.017633968109
"1286",169.127974278865
"1287",169.240902839319
"1288",169.35697637256
"1289",169.476532818638
"1290",169.591829239293
"1291",169.702198094145
"1292",169.817527566094
"1293",169.925785147955
"1294",170.052852255644
"1295",170.162913810467
"1296",170.277232014029
"1297",170.403527391104
"1298",170.518302236511
"1299",170.64163673205
"1300",170.748961852948
"1301",170.860647233017
"1302",170.976625182325
"1303",171.094381366189
"1304",171.204474565443
"1305",171.32583089896
"1306",171.436828128268
"1307",171.546787901511
"1308",171.670868409269
"1309",171.779798998979
"1310",171.894832189666
"1311",172.01826424559
"1312",172.13342528126
"1313",172.244403524891
"1314",172.368241462328
"1315",172.484761140719
"1316",172.613110678779
"1317",172.732228175889
"1318",172.855925994606
"1319",172.960479190924
"1320",173.087295922995
